Student_ID,Month,Hours_Studied,Attendance,Previous_Scores,Test_Score,Project_Marks,Submission_Timeliness,Participation,Extra_C,Backlogs,Exam_Score,engagement_feature,risk_feature,balance_feature,activeness_feature
2534,Feb,28,89,67,19,36,10,0,0,0,69.71,4.45,-6.7,8.5,0.0
2534,Mar,27,85,67,23,36,10,0,0,0,66.05,4.25,-6.7,8.38,0.0
2534,Apr,23,63,67,29,36,0,5,0,0,67.56,5.65,-6.7,2.88,2.5
2534,May,17,86,67,14,36,0,5,5,0,58.74,6.8,-6.7,2.12,5.0
2534,Jun,25,63,67,22,36,-10,5,10,0,69.0,5.65,-6.7,-1.88,7.5
2535,Jan,8,97,71,17,19,0,5,10,5,39.13,7.35,2.9,1.0,7.5
2535,Feb,19,99,71,18,19,0,10,0,5,40.48,9.95,2.9,2.38,5.0
2535,Mar,11,99,71,21,19,-10,0,10,5,35.81,4.95,2.9,-3.62,5.0
2535,Apr,12,53,71,26,19,-10,5,10,5,38.38,5.15,2.9,-3.5,7.5
2535,May,12,88,71,12,19,-10,5,10,5,35.24,6.9,2.9,-3.5,7.5
2535,Jun,21,100,71,30,19,10,5,5,5,55.55,7.5,2.9,7.62,5.0
2536,Jan,18,89,74,22,40,10,10,0,3,60.78,9.45,-1.4,7.25,5.0
2536,Feb,11,83,74,20,40,10,0,0,3,52.41,4.15,-1.4,6.38,0.0
2536,Mar,6,60,74,27,40,0,0,10,3,43.95,3.0,-1.4,0.75,5.0
2536,Apr,28,84,74,24,40,0,5,5,3,71.06,6.7,-1.4,3.5,5.0
2536,May,40,99,74,20,40,-10,5,5,3,77.42,7.45,-1.4,0.0,5.0
2536,Jun,15,69,74,29,40,10,10,5,3,70.19,8.45,-1.4,6.88,7.5
2537,Jan,7,89,92,11,18,10,0,0,0,40.4,4.45,-9.2,5.88,0.0
2537,Feb,10,73,92,22,18,0,10,0,0,53.62,8.65,-9.2,1.25,5.0
2537,Mar,12,51,92,26,18,10,5,0,0,47.03,5.05,-9.2,6.5,2.5
2537,Apr,38,98,92,11,18,10,5,5,0,74.28,7.4,-9.2,9.75,5.0
2537,May,11,82,92,11,18,10,10,10,0,49.81,9.1,-9.2,6.38,10.0
2537,Jun,11,88,92,14,18,10,5,5,0,51.09,6.9,-9.2,6.38,5.0
2538,Jan,18,69,85,22,13,-10,0,5,4,33.66,3.45,-0.5,-2.75,2.5
2538,Feb,11,70,85,27,13,-10,10,10,4,44.1,8.5,-0.5,-3.62,10.0
2538,Mar,34,93,85,11,13,0,5,0,4,57.83,7.15,-0.5,4.25,2.5
2538,Apr,38,99,85,26,13,10,5,10,4,73.07,7.45,-0.5,9.75,7.5
2538,May,20,97,85,21,13,-10,0,5,4,48.75,4.85,-0.5,-2.5,2.5
2538,Jun,38,88,85,18,13,-10,10,10,4,64.7,9.4,-0.5,-0.25,10.0
2539,Jan,13,76,60,30,20,10,0,0,5,46.35,3.8,4.0,6.62,0.0
2539,Feb,25,91,60,26,20,10,10,5,5,60.16,9.55,4.0,8.12,7.5
2539,Mar,13,78,60,15,20,10,5,0,5,32.84,6.4,4.0,6.62,2.5
2539,Apr,6,70,60,21,20,0,5,0,5,27.61,6.0,4.0,0.75,2.5
2539,May,13,65,60,26,20,-10,5,0,5,38.13,5.75,4.0,-3.38,2.5
2539,Jun,38,87,60,11,20,10,0,10,5,58.53,4.35,4.0,9.75,5.0
2540,Jan,33,85,81,12,28,10,5,10,0,68.23,6.75,-8.1,9.12,7.5
2540,Feb,23,69,81,10,28,-10,5,5,0,50.6,5.95,-8.1,-2.12,5.0
2540,Mar,27,100,81,22,28,-10,0,0,0,63.17,5.0,-8.1,-1.62,0.0
2540,Apr,38,65,81,30,28,10,10,5,0,82.22,8.25,-8.1,9.75,7.5
2540,May,16,81,81,28,28,-10,0,10,0,61.94,4.05,-8.1,-3.0,5.0
2540,Jun,34,83,81,15,28,10,10,0,0,78.19,9.15,-8.1,9.25,5.0
2541,Jan,24,53,96,27,34,-10,10,10,1,61.53,7.65,-7.6,-2.0,10.0
2541,Feb,33,81,96,21,34,-10,5,5,1,66.83,6.55,-7.6,-0.88,5.0
2541,Mar,33,91,96,10,34,10,10,0,1,70.64,9.55,-7.6,9.12,5.0
2541,Apr,38,53,96,23,34,0,10,5,1,75.25,7.65,-7.6,4.75,7.5
2541,May,29,85,96,17,34,-10,10,10,1,63.97,9.25,-7.6,-1.38,10.0
2541,Jun,25,65,96,23,34,-10,10,0,1,58.43,8.25,-7.6,-1.88,5.0
2542,Jan,12,59,97,15,29,0,0,5,0,48.29,2.95,-9.7,1.5,2.5
2542,Feb,27,87,97,18,29,10,10,5,0,79.41,9.35,-9.7,8.38,7.5
2542,Mar,22,67,97,24,29,10,10,0,0,70.4,8.35,-9.7,7.75,5.0
2542,Apr,11,85,97,28,29,10,10,5,0,71.46,9.25,-9.7,6.38,7.5
2542,May,12,51,97,30,29,0,5,0,0,50.45,5.05,-9.7,1.5,2.5
2542,Jun,31,78,97,30,29,0,10,5,0,73.68,8.9,-9.7,3.88,7.5
2543,Jan,22,74,98,20,24,10,10,10,1,66.07,8.7,-7.8,7.75,10.0
2543,Feb,6,51,98,24,24,-10,0,0,1,31.41,2.55,-7.8,-4.25,0.0
2543,Mar,30,75,98,12,24,-10,5,0,1,52.86,6.25,-7.8,-1.25,2.5
2543,Apr,9,92,98,29,24,10,10,10,1,62.29,9.6,-7.8,6.12,10.0
2543,May,21,84,98,16,24,-10,10,10,1,54.99,9.2,-7.8,-2.38,10.0
2543,Jun,9,76,98,17,24,10,0,10,1,47.06,3.8,-7.8,6.12,5.0
2544,Jan,22,95,96,16,21,0,5,0,2,50.1,7.25,-5.6,2.75,2.5
2544,Feb,33,84,96,11,21,-10,5,5,2,51.29,6.7,-5.6,-0.88,5.0
2544,Mar,30,94,96,14,21,-10,10,10,2,64.01,9.7,-5.6,-1.25,10.0
2544,Apr,8,86,96,14,21,-10,10,0,2,39.49,9.3,-5.6,-4.0,5.0
2544,May,6,54,96,26,21,-10,0,0,2,36.45,2.7,-5.6,-4.25,0.0
2544,Jun,19,68,96,15,21,0,5,10,2,51.35,5.9,-5.6,2.38,7.5
2545,Jan,40,89,73,19,18,-10,0,0,1,57.63,4.45,-5.3,0.0,0.0
2545,Feb,29,54,73,14,18,10,10,0,1,57.3,7.7,-5.3,8.62,5.0
2545,Mar,27,86,73,10,18,10,0,10,1,58.86,4.3,-5.3,8.38,5.0
2545,Apr,26,100,73,28,18,0,10,10,1,67.78,10.0,-5.3,3.25,10.0
2545,May,25,76,73,25,18,-10,5,5,1,53.26,6.3,-5.3,-1.88,5.0
2545,Jun,6,62,73,15,18,0,5,5,1,41.71,5.6,-5.3,0.75,5.0
2546,Jan,39,98,51,11,36,0,10,10,1,73.59,9.9,-3.1,4.88,10.0
2546,Feb,33,85,51,14,36,0,10,10,1,68.67,9.25,-3.1,4.12,10.0
2546,Mar,11,86,51,17,36,0,0,5,1,47.63,4.3,-3.1,1.38,2.5
2546,Apr,9,73,51,17,36,-10,5,5,1,40.25,6.15,-3.1,-3.88,5.0
2546,May,22,99,51,12,36,-10,10,5,1,62.13,9.95,-3.1,-2.25,7.5
2546,Jun,34,93,51,14,36,10,0,10,1,70.36,4.65,-3.1,9.25,5.0
2547,Jan,14,76,73,24,25,0,5,5,1,51.91,6.3,-5.3,1.75,5.0
2547,Feb,39,59,73,11,25,0,5,0,1,60.01,5.45,-5.3,4.88,2.5
2547,Mar,30,97,73,22,25,10,5,5,1,75.3,7.35,-5.3,8.75,5.0
2547,Apr,13,92,73,17,25,-10,5,10,1,48.22,7.1,-5.3,-3.38,7.5
2547,May,5,67,73,24,25,-10,0,0,1,42.46,3.35,-5.3,-4.38,0.0
2547,Jun,18,99,73,26,25,10,0,10,1,68.11,4.95,-5.3,7.25,5.0
2548,Jan,18,61,45,12,27,-10,10,0,4,30.18,8.05,3.5,-2.75,5.0
2548,Feb,16,71,45,15,27,0,10,10,4,46.54,8.55,3.5,2.0,10.0
2548,Mar,24,77,45,12,27,10,0,5,4,46.29,3.85,3.5,8.0,2.5
2548,Apr,11,84,45,28,27,-10,10,5,4,43.07,9.2,3.5,-3.62,7.5
2548,May,26,74,45,29,27,-10,0,5,4,47.04,3.7,3.5,-1.75,2.5
2548,Jun,20,52,45,25,27,-10,5,0,4,45.87,5.1,3.5,-2.5,2.5
2549,Jan,23,58,91,28,34,0,0,5,4,59.66,2.9,-1.1,2.88,2.5
2549,Feb,8,61,91,11,34,10,10,5,4,49.97,8.05,-1.1,6.0,7.5
2549,Mar,25,97,91,12,34,0,5,10,4,55.04,7.35,-1.1,3.12,7.5
2549,Apr,11,90,91,24,34,-10,5,10,4,47.15,7.0,-1.1,-3.62,7.5
2549,May,16,82,91,28,34,0,0,10,4,53.67,4.1,-1.1,2.0,5.0
2549,Jun,39,77,91,30,34,10,10,10,4,89.87,8.85,-1.1,9.88,10.0
2550,Jan,35,50,95,28,26,0,10,0,1,77.19,7.5,-7.5,4.38,5.0
2550,Feb,19,86,95,27,26,0,5,10,1,62.08,6.8,-7.5,2.38,7.5
2550,Mar,34,93,95,20,26,10,0,10,1,80.34,4.65,-7.5,9.25,5.0
2550,Apr,28,94,95,28,26,-10,0,10,1,72.84,4.7,-7.5,-1.5,5.0
2550,May,31,58,95,13,26,-10,10,0,1,62.33,7.9,-7.5,-1.12,5.0
2550,Jun,19,66,95,20,26,-10,5,10,1,59.4,5.8,-7.5,-2.62,7.5
2551,Jan,17,96,97,29,21,-10,5,5,2,52.9,7.3,-5.7,-2.88,5.0
2551,Feb,10,69,97,16,21,0,5,5,2,42.4,5.95,-5.7,1.25,5.0
2551,Mar,18,97,97,19,21,10,0,10,2,62.75,4.85,-5.7,7.25,5.0
2551,Apr,13,74,97,17,21,10,0,0,2,43.69,3.7,-5.7,6.62,0.0
2551,May,13,68,97,30,21,10,0,5,2,50.7,3.4,-5.7,6.62,2.5
2551,Jun,39,62,97,23,21,0,10,0,2,64.23,8.1,-5.7,4.88,5.0
2552,Jan,20,63,83,15,27,0,5,5,1,56.44,5.65,-6.3,2.5,5.0
2552,Feb,38,94,83,28,27,0,5,0,1,81.02,7.2,-6.3,4.75,2.5
2552,Mar,21,85,83,21,27,-10,5,10,1,55.81,6.75,-6.3,-2.38,7.5
2552,Apr,22,51,83,18,27,-10,5,0,1,47.87,5.05,-6.3,-2.25,2.5
2552,May,28,69,83,13,27,-10,0,0,1,51.61,3.45,-6.3,-1.5,0.0
2552,Jun,35,72,83,12,27,10,10,0,1,69.62,8.6,-6.3,9.38,5.0
2553,Jan,14,88,93,20,22,10,5,5,1,57.45,6.9,-7.3,6.75,5.0
2553,Feb,38,69,93,25,22,-10,10,10,1,68.24,8.45,-7.3,-0.25,10.0
2553,Mar,24,66,93,22,22,-10,5,5,1,53.72,5.8,-7.3,-2.0,5.0
2553,Apr,14,50,93,14,22,-10,0,10,1,34.91,2.5,-7.3,-3.25,5.0
2553,May,7,55,93,25,22,0,10,5,1,53.36,7.75,-7.3,0.88,7.5
2553,Jun,34,74,93,30,22,-10,10,5,1,66.19,8.7,-7.3,-0.75,7.5
2554,Jan,7,59,66,21,11,0,5,10,4,39.49,5.45,1.4,0.88,7.5
2554,Feb,29,74,66,22,11,-10,10,0,4,45.58,8.7,1.4,-1.38,5.0
2554,Mar,24,88,66,28,11,10,0,0,4,53.07,4.4,1.4,8.0,0.0
2554,Apr,40,82,66,18,11,-10,5,5,4,56.48,6.6,1.4,0.0,5.0
2554,May,32,84,66,29,11,-10,5,0,4,54.06,6.7,1.4,-1.0,2.5
2554,Jun,17,93,66,14,11,0,10,10,4,39.36,9.65,1.4,2.12,10.0
2555,Jan,32,56,79,25,17,0,10,10,1,72.33,7.8,-5.9,4.0,10.0
2555,Feb,20,51,79,17,17,10,0,5,1,55.69,2.55,-5.9,7.5,2.5
2555,Mar,10,96,79,30,17,0,0,10,1,48.0,4.8,-5.9,1.25,5.0
2555,Apr,31,67,79,20,17,0,0,0,1,57.92,3.35,-5.9,3.88,0.0
2555,May,18,59,79,25,17,-10,0,0,1,46.78,2.95,-5.9,-2.75,0.0
2555,Jun,33,75,79,29,17,-10,5,5,1,59.69,6.25,-5.9,-0.88,5.0
2556,Jan,22,96,74,20,37,10,5,5,3,62.5,7.3,-1.4,7.75,5.0
2556,Feb,32,72,74,25,37,-10,10,5,3,64.45,8.6,-1.4,-1.0,7.5
2556,Mar,8,51,74,19,37,10,10,0,3,47.51,7.55,-1.4,6.0,5.0
2556,Apr,21,67,74,15,37,0,0,0,3,54.28,3.35,-1.4,2.62,0.0
2556,May,18,71,74,21,37,10,0,0,3,57.77,3.55,-1.4,7.25,0.0
2556,Jun,16,57,74,13,37,-10,10,5,3,48.52,7.85,-1.4,-3.0,7.5
2557,Jan,25,63,52,12,10,10,0,10,4,41.42,3.15,2.8,8.12,5.0
2557,Feb,36,97,52,16,10,10,0,10,4,56.71,4.85,2.8,9.5,5.0
2557,Mar,7,66,52,15,10,10,10,5,4,30.52,8.3,2.8,5.88,7.5
2557,Apr,25,57,52,24,10,0,10,0,4,46.92,7.85,2.8,3.12,5.0
2557,May,37,69,52,23,10,0,10,0,4,56.78,8.45,2.8,4.62,5.0
2557,Jun,12,59,52,25,10,0,10,0,4,31.25,7.95,2.8,1.5,5.0
2558,Jan,20,100,51,25,37,0,10,0,3,66.43,10.0,0.9,2.5,5.0
2558,Feb,24,85,51,23,37,-10,0,0,3,49.57,4.25,0.9,-2.0,0.0
2558,Mar,25,53,51,28,37,-10,10,5,3,61.86,7.65,0.9,-1.88,7.5
2558,Apr,27,96,51,18,37,-10,10,5,3,61.84,9.8,0.9,-1.62,7.5
2558,May,16,72,51,10,37,0,10,10,3,45.74,8.6,0.9,2.0,10.0
2558,Jun,11,65,51,10,37,0,0,5,3,37.1,3.25,0.9,1.38,2.5
2559,Jan,5,81,45,11,20,10,10,5,4,34.62,9.05,3.5,5.62,7.5
2559,Feb,22,91,45,24,20,-10,10,10,4,55.93,9.55,3.5,-2.25,10.0
2559,Mar,10,57,45,29,20,10,5,5,4,48.67,5.35,3.5,6.25,5.0
2559,Apr,22,66,45,16,20,0,0,0,4,45.59,3.3,3.5,2.75,0.0
2559,May,15,70,45,13,20,-10,0,10,4,33.69,3.5,3.5,-3.12,5.0
2559,Jun,32,57,45,28,20,-10,10,5,4,53.17,7.85,3.5,-1.0,7.5
2560,Jan,14,85,82,25,16,10,10,10,0,58.01,9.25,-8.2,6.75,10.0
2560,Feb,14,70,82,22,16,10,0,10,0,57.62,3.5,-8.2,6.75,5.0
2560,Mar,18,50,82,25,16,10,10,0,0,55.09,7.5,-8.2,7.25,5.0
2560,Apr,10,90,82,15,16,0,0,5,0,47.39,4.5,-8.2,1.25,2.5
2560,May,15,50,82,12,16,0,5,10,0,45.37,5.0,-8.2,1.88,7.5
2560,Jun,34,97,82,20,16,-10,5,0,0,64.17,7.35,-8.2,-0.75,2.5
2561,Jan,11,94,69,12,33,-10,10,0,5,39.21,9.7,3.1,-3.62,5.0
2561,Feb,31,52,69,11,33,0,0,10,5,50.72,2.6,3.1,3.88,5.0
2561,Mar,10,97,69,27,33,10,0,10,5,57.11,4.85,3.1,6.25,5.0
2561,Apr,38,85,69,13,33,10,0,5,5,69.67,4.25,3.1,9.75,2.5
2561,May,30,60,69,24,33,0,5,5,5,60.55,5.5,3.1,3.75,5.0
2561,Jun,29,67,69,14,33,0,0,10,5,51.4,3.35,3.1,3.62,5.0
2562,Jan,20,68,93,11,12,0,10,0,4,40.68,8.4,-1.3,2.5,5.0
2562,Feb,10,55,93,25,12,-10,5,0,4,37.57,5.25,-1.3,-3.75,2.5
2562,Mar,22,96,93,15,12,0,5,0,4,47.6,7.3,-1.3,2.75,2.5
2562,Apr,23,63,93,24,12,0,5,5,4,49.23,5.65,-1.3,2.88,5.0
2562,May,31,62,93,21,12,0,0,5,4,56.68,3.1,-1.3,3.88,2.5
2562,Jun,19,99,93,12,12,0,0,0,4,34.98,4.95,-1.3,2.38,0.0
2563,Jan,32,71,87,10,27,-10,10,5,5,55.19,8.55,1.3,-1.0,7.5
2563,Feb,30,96,87,28,27,-10,0,10,5,64.22,4.8,1.3,-1.25,5.0
2563,Mar,23,50,87,15,27,0,5,5,5,51.3,5.0,1.3,2.88,5.0
2563,Apr,36,94,87,12,27,0,0,10,5,59.61,4.7,1.3,4.5,5.0
2563,May,13,100,87,18,27,0,0,5,5,42.13,5.0,1.3,1.62,2.5
2563,Jun,13,53,87,18,27,10,5,5,5,49.53,5.15,1.3,6.62,5.0
2564,Jan,24,53,99,26,31,0,5,0,1,58.06,5.15,-7.9,3.0,2.5
2564,Feb,14,71,99,13,31,0,10,0,1,51.38,8.55,-7.9,1.75,5.0
2564,Mar,33,66,99,11,31,10,5,10,1,69.05,5.8,-7.9,9.12,7.5
2564,Apr,30,71,99,23,31,0,0,0,1,69.13,3.55,-7.9,3.75,0.0
2564,May,9,77,99,30,31,0,0,5,1,60.63,3.85,-7.9,1.12,2.5
2564,Jun,7,91,99,24,31,10,0,10,1,56.99,4.55,-7.9,5.88,5.0
2565,Jan,31,96,65,16,18,-10,5,10,4,54.93,7.3,1.5,-1.12,7.5
2565,Feb,28,69,65,12,18,-10,10,10,4,42.63,8.45,1.5,-1.5,10.0
2565,Mar,29,82,65,30,18,0,5,10,4,66.84,6.6,1.5,3.62,7.5
2565,Apr,23,84,65,16,18,0,5,5,4,52.23,6.7,1.5,2.88,5.0
2565,May,40,51,65,17,18,10,5,0,4,57.91,5.05,1.5,10.0,2.5
2565,Jun,32,88,65,17,18,10,10,0,4,58.04,9.4,1.5,9.0,5.0
2566,Jan,25,76,76,23,11,-10,5,5,4,46.89,6.3,0.4,-1.88,5.0
2566,Feb,33,82,76,29,11,0,10,5,4,64.79,9.1,0.4,4.12,7.5
2566,Mar,9,51,76,22,11,10,0,10,4,41.4,2.55,0.4,6.12,5.0
2566,Apr,38,52,76,15,11,-10,0,10,4,49.1,2.6,0.4,-0.25,5.0
2566,May,24,83,76,16,11,0,0,5,4,41.83,4.15,0.4,3.0,2.5
2566,Jun,24,76,76,24,11,-10,5,0,4,49.11,6.3,0.4,-2.0,2.5
2567,Jan,24,71,64,30,19,-10,10,0,1,60.17,8.55,-4.4,-2.0,5.0
2567,Feb,17,68,64,11,19,0,10,5,1,49.24,8.4,-4.4,2.12,7.5
2567,Mar,31,70,64,12,19,10,5,10,1,61.95,6.0,-4.4,8.88,7.5
2567,Apr,8,87,64,18,19,10,0,0,1,44.63,4.35,-4.4,6.0,0.0
2567,May,12,58,64,25,19,-10,10,10,1,41.18,7.9,-4.4,-3.5,10.0
2567,Jun,12,90,64,19,19,10,5,5,1,53.45,7.0,-4.4,6.5,5.0
2568,Jan,38,52,63,14,36,0,5,10,2,73.14,5.1,-2.3,4.75,7.5
2568,Feb,34,58,63,25,36,-10,10,5,2,69.22,7.9,-2.3,-0.75,7.5
2568,Mar,32,75,63,19,36,10,5,5,2,67.9,6.25,-2.3,9.0,5.0
2568,Apr,7,97,63,12,36,10,5,0,2,45.99,7.35,-2.3,5.88,2.5
2568,May,37,59,63,29,36,10,0,0,2,80.07,2.95,-2.3,9.62,0.0
2568,Jun,36,82,63,28,36,10,0,10,2,86.22,4.1,-2.3,9.5,5.0
2569,Jan,12,80,62,28,17,0,5,0,1,48.09,6.5,-4.2,1.5,2.5
2569,Feb,38,68,62,25,17,10,0,0,1,71.85,3.4,-4.2,9.75,0.0
2569,Mar,39,53,62,30,17,-10,5,0,1,67.17,5.15,-4.2,-0.12,2.5
2569,Apr,31,92,62,30,17,-10,0,10,1,69.54,4.6,-4.2,-1.12,5.0
2569,May,8,89,62,21,17,0,10,5,1,49.83,9.45,-4.2,1.0,7.5
2569,Jun,17,70,62,19,17,0,0,10,1,50.25,3.5,-4.2,2.12,5.0
2570,Jan,13,87,41,23,17,10,10,10,2,59.04,9.35,-0.1,6.62,10.0
2570,Feb,13,63,41,10,17,-10,5,0,2,24.24,5.65,-0.1,-3.38,2.5
2570,Mar,34,70,41,27,17,0,5,10,2,63.14,6.0,-0.1,4.25,7.5
2570,Apr,6,90,41,16,17,10,10,5,2,37.43,9.5,-0.1,5.75,7.5
2570,May,17,59,41,12,17,10,10,5,2,46.27,7.95,-0.1,7.12,7.5
2570,Jun,22,62,41,17,17,-10,10,0,2,39.88,8.1,-0.1,-2.25,5.0
2571,Jan,27,53,88,29,21,0,0,0,5,54.25,2.65,1.2,3.38,0.0
2571,Feb,38,68,88,13,21,-10,10,0,5,48.44,8.4,1.2,-0.25,5.0
2571,Mar,38,64,88,25,21,0,0,0,5,58.25,3.2,1.2,4.75,0.0
2571,Apr,5,85,88,14,21,10,0,5,5,32.01,4.25,1.2,5.62,2.5
2571,May,19,65,88,15,21,10,10,5,5,48.63,8.25,1.2,7.38,7.5
2571,Jun,34,51,88,23,21,-10,5,5,5,49.29,5.05,1.2,-0.75,5.0
2572,Jan,36,71,98,12,12,0,0,5,5,45.2,3.55,0.2,4.5,2.5
2572,Feb,34,71,98,13,12,-10,5,0,5,40.96,6.05,0.2,-0.75,2.5
2572,Mar,38,59,98,30,12,10,5,5,5,65.46,5.45,0.2,9.75,5.0
2572,Apr,5,66,98,22,12,-10,0,5,5,31.68,3.3,0.2,-4.38,2.5
2572,May,20,64,98,26,12,0,5,5,5,47.91,5.7,0.2,2.5,5.0
2572,Jun,16,68,98,16,12,0,10,10,5,40.67,8.4,0.2,2.0,10.0
2573,Jan,16,79,59,28,29,-10,10,10,3,48.78,8.95,0.1,-3.0,10.0
2573,Feb,26,99,59,30,29,-10,10,0,3,62.58,9.95,0.1,-1.75,5.0
2573,Mar,6,89,59,20,29,-10,0,0,3,40.41,4.45,0.1,-4.25,0.0
2573,Apr,11,65,59,10,29,10,5,5,3,43.52,5.75,0.1,6.38,5.0
2573,May,39,64,59,25,29,0,10,10,3,70.56,8.2,0.1,4.88,10.0
2573,Jun,12,98,59,16,29,10,5,5,3,54.09,7.4,0.1,6.5,5.0
2574,Jan,6,75,89,28,37,0,5,5,4,44.32,6.25,-0.9,0.75,5.0
2574,Feb,33,75,89,25,37,0,10,10,4,69.72,8.75,-0.9,4.12,10.0
2574,Mar,39,71,89,24,37,-10,10,0,4,68.83,8.55,-0.9,-0.12,5.0
2574,Apr,6,76,89,13,37,-10,10,10,4,43.29,8.8,-0.9,-4.25,10.0
2574,May,37,85,89,14,37,-10,5,10,4,66.55,6.75,-0.9,-0.38,7.5
2574,Jun,23,68,89,21,37,0,0,10,4,63.52,3.4,-0.9,2.88,5.0
2575,Jan,11,51,41,17,39,-10,0,5,4,34.72,2.55,3.9,-3.62,2.5
2575,Feb,14,59,41,30,39,0,0,10,4,48.6,2.95,3.9,1.75,5.0
2575,Mar,29,73,41,25,39,-10,0,0,4,53.65,3.65,3.9,-1.38,0.0
2575,Apr,6,72,41,29,39,10,0,10,4,48.68,3.6,3.9,5.75,5.0
2575,May,12,90,41,28,39,10,0,5,4,53.68,4.5,3.9,6.5,2.5
2575,Jun,26,85,41,10,39,0,5,0,4,56.3,6.75,3.9,3.25,2.5
2576,Jan,6,66,88,27,35,0,10,10,2,55.76,8.3,-4.8,0.75,10.0
2576,Feb,26,52,88,20,35,10,0,0,2,56.28,2.6,-4.8,8.25,0.0
2576,Mar,21,73,88,15,35,-10,5,5,2,47.08,6.15,-4.8,-2.38,5.0
2576,Apr,39,90,88,26,35,10,0,5,2,83.68,4.5,-4.8,9.88,2.5
2576,May,5,80,88,28,35,10,0,5,2,54.99,4.0,-4.8,5.62,2.5
2576,Jun,6,68,88,30,35,-10,0,5,2,50.78,3.4,-4.8,-4.25,2.5
2577,Jan,38,86,48,23,29,10,5,5,2,69.5,6.8,-0.8,9.75,5.0
2577,Feb,31,96,48,27,29,-10,10,10,2,73.49,9.8,-0.8,-1.12,10.0
2577,Mar,11,96,48,29,29,-10,10,0,2,49.75,9.8,-0.8,-3.62,5.0
2577,Apr,21,74,48,25,29,-10,10,5,2,51.43,8.7,-0.8,-2.38,7.5
2577,May,24,95,48,12,29,0,0,0,2,52.4,4.75,-0.8,3.0,0.0
2577,Jun,18,63,48,14,29,0,10,0,2,50.45,8.15,-0.8,2.25,5.0
2578,Jan,18,79,89,11,14,0,0,0,4,33.37,3.95,-0.9,2.25,0.0
2578,Feb,39,95,89,23,14,-10,5,10,4,64.8,7.25,-0.9,-0.12,7.5
2578,Mar,14,84,89,11,14,0,10,5,4,42.55,9.2,-0.9,1.75,7.5
2578,Apr,13,81,89,27,14,-10,0,10,4,42.45,4.05,-0.9,-3.38,5.0
2578,May,11,94,89,30,14,-10,0,5,4,45.55,4.7,-0.9,-3.62,2.5
2578,Jun,24,75,89,16,14,0,10,10,4,52.9,8.75,-0.9,3.0,10.0
2579,Jan,26,71,49,28,24,0,10,5,3,62.35,8.55,1.1,3.25,7.5
2579,Feb,19,63,49,23,24,-10,5,5,3,41.88,5.65,1.1,-2.62,5.0
2579,Mar,12,67,49,26,24,0,10,5,3,42.23,8.35,1.1,1.5,7.5
2579,Apr,32,61,49,13,24,-10,0,10,3,49.11,3.05,1.1,-1.0,5.0
2579,May,21,63,49,18,24,10,0,10,3,54.95,3.15,1.1,7.62,5.0
2579,Jun,32,79,49,14,24,0,5,5,3,50.04,6.45,1.1,4.0,5.0
2580,Jan,34,62,41,15,30,-10,10,0,5,43.91,8.1,5.9,-0.75,5.0
2580,Feb,32,58,41,15,30,10,5,0,5,49.14,5.4,5.9,9.0,2.5
2580,Mar,35,58,41,12,30,-10,5,5,5,46.03,5.4,5.9,-0.62,5.0
2580,Apr,30,89,41,13,30,-10,5,5,5,52.88,6.95,5.9,-1.25,5.0
2580,May,34,65,41,27,30,10,10,0,5,70.35,8.25,5.9,9.25,5.0
2580,Jun,12,67,41,12,30,-10,0,10,5,29.14,3.35,5.9,-3.5,5.0
2581,Jan,24,93,74,25,35,-10,5,10,5,58.99,7.15,2.6,-2.0,7.5
2581,Feb,17,60,74,22,35,10,10,10,5,62.03,8.0,2.6,7.12,10.0
2581,Mar,11,63,74,25,35,10,5,0,5,47.29,5.65,2.6,6.38,2.5
2581,Apr,36,72,74,23,35,10,10,10,5,71.6,8.6,2.6,9.5,10.0
2581,May,25,77,74,12,35,-10,5,0,5,48.59,6.35,2.6,-1.88,2.5
2581,Jun,23,59,74,23,35,0,10,10,5,55.66,7.95,2.6,2.88,10.0
2582,Jan,38,84,47,21,19,-10,5,0,1,67.19,6.7,-2.7,-0.25,2.5
2582,Feb,27,88,47,13,19,-10,5,10,1,46.59,6.9,-2.7,-1.62,7.5
2582,Mar,20,51,47,20,19,10,0,5,1,53.64,2.55,-2.7,7.5,2.5
2582,Apr,14,77,47,14,19,0,10,10,1,50.31,8.85,-2.7,1.75,10.0
2582,May,19,80,47,21,19,-10,5,0,1,41.29,6.5,-2.7,-2.62,2.5
2582,Jun,11,87,47,14,19,0,10,5,1,46.55,9.35,-2.7,1.38,7.5
2583,Jan,32,78,44,22,16,-10,0,0,3,54.68,3.9,1.6,-1.0,0.0
2583,Feb,31,86,44,13,16,0,5,5,3,50.29,6.8,1.6,3.88,5.0
2583,Mar,28,64,44,10,16,0,5,10,3,42.75,5.7,1.6,3.5,7.5
2583,Apr,36,62,44,20,16,10,5,10,3,59.25,5.6,1.6,9.5,7.5
2583,May,40,58,44,10,16,0,5,10,3,53.49,5.4,1.6,5.0,7.5
2583,Jun,32,78,44,19,16,10,10,5,3,55.65,8.9,1.6,9.0,7.5
2584,Jan,8,70,95,20,40,10,0,5,5,49.68,3.5,0.5,6.0,2.5
2584,Feb,33,56,95,15,40,10,5,5,5,66.7,5.3,0.5,9.12,5.0
2584,Mar,32,64,95,14,40,-10,5,0,5,56.78,5.7,0.5,-1.0,2.5
